"Статус сверки";"Артикул";"Номенклатура Excel";"Номенклатура 1С";"Единица Excel";"Единица 1С";"Тип Excel";"Вид номенклатуры 1С";"Тип номенклатуры 1С";"Плановая цена Excel";"Плановая цена 1С";"Дата цены 1С";"Ассортимент Excel";"Ассортимент 1С";"Группировка бренда Excel";"Группировка бренда 1С"
"OK";"GLB016";"GLOW LOW Успокаивающее молочко-пролонгатор загара, 200 мл";"GLOW LOW Успокаивающее молочко-пролонгатор загара, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"36.65";"36,65";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GLB007";"GLOW LOW Шампунь для блеска и защиты цвета окрашенных волос, 400 мл";"GLOW LOW Шампунь для блеска и защиты цвета окрашенных волос, 400 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"60.26";"60,26";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"GLB012";"GLOW LOW Шампунь-скраб для кожи головы 2 в 1, 300 мл";"GLOW LOW Шампунь-скраб для кожи головы 2 в 1, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"68.17";"68,17";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GL963888";"GLOYS Антицеллюлитное масло для тела 150 мл";"GLOYS Антицеллюлитное масло для тела 150 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"GOROD003";"GORODETZ Паста для укладки волос с сильной фиксацией, 100 мл";"GORODETZ Паста для укладки волос с сильной фиксацией, 100 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"63.11";"63,11";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GOROD001";"GORODETZ Паста для укладки волос с сильной фиксацией, 15 мл";"GORODETZ Паста для укладки волос с сильной фиксацией, 15 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"19.55";"19,55";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GOROD004";"GORODETZ Паста для укладки волос с сильной фиксацией, 300 мл";"GORODETZ Паста для укладки волос с сильной фиксацией, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"149.38999999999999";"149,39";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GOROD002";"GORODETZ Паста для укладки волос с сильной фиксацией, 50 мл";"GORODETZ Паста для укладки волос с сильной фиксацией, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"40.15";"40,15";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"MYSL001";"Grooming tonic. Груминг тоник для укладки волос, 250 мл.";"Grooming tonic. Груминг тоник для укладки волос, 250 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"18.899999999999999";"18,9";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"MYSL002";"Grooming tonic. Груминг тоник для укладки волос, 5 л.";"Grooming tonic. Груминг тоник для укладки волос, 5 л.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"226.52";"226,52";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GURU001";"GURU Питательный крем для тела «Офелия» с маслом макадамии и арганы, 200 мл.";"GURU Питательный крем для тела «Офелия» с маслом макадамии и арганы, 200 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"HAIROS003";"HAIROS003 BEACH HAIR SALT SPRAY 250";"HAIROS003 BEACH HAIR SALT SPRAY 250";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"HAIROS004";"HAIROS004 BEACH HAIR SALT SPRAY 250";"HAIROS004 BEACH HAIR SALT SPRAY 250";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"34.880000000000003";"34,88";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"HAIROS001";"HAIROSA PROFESSIONAL SHAMPOO FOR MEN CLEAR AND POWER, 1000 ml";"HAIROSA PROFESSIONAL SHAMPOO FOR MEN CLEAR AND POWER, 1000 ml";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"HAIROS002";"HAIROSA PROFESSIONAL SHAMPOO FOR MEN REFRESHING AND ENERGY, 1000 ml";"HAIROSA PROFESSIONAL SHAMPOO FOR MEN REFRESHING AND ENERGY, 1000 ml";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"BIG002";"Harly Ликвидатор запахов, 500 мл";"Harly Ликвидатор запахов, 500 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"83.43";"83,43";"2025-08-27T15:57:39";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"BIG001";"Harly Спрей-кондиционер от колтунов, 250 мл";"Harly Спрей-кондиционер от колтунов, 250 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"42.09";"42,09";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"HAZY001";"HAZY Спрей фиксатор макияжа для лица с SPF 15, 50 мл";"HAZY Спрей фиксатор макияжа для лица с SPF 15, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"27.45";"27,45";"2025-12-17T16:23:50";"НОВИНКА";"НОВИНКА";"СТМ";"СТМ"
"OK";"WAX021";"Hermes Гель для умывания, 200 мл";"Hermes Гель для умывания, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"58.43";"58,43";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"HIROZ005";"HIROZ Cosmetics Гель для душа отшелушивающий (Exfoliating shower gel), 250 мл.";"HIROZ Cosmetics Гель для душа отшелушивающий (Exfoliating shower gel), 250 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"HIROZ0015";"HIROZ Cosmetics Гель для очищения лица и бороды (Face and beard cleanser), 200 мл.";"HIROZ Cosmetics Гель для очищения лица и бороды (Face and beard cleanser), 200 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"HIROZ008";"HIROZ Cosmetics Кондиционер для волос (Hair conditioner), 250 мл.";"HIROZ Cosmetics Кондиционер для волос (Hair conditioner), 250 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"HIROZ006";"HIROZ Cosmetics Масло для бороды (Beard oil), 30 мл.";"HIROZ Cosmetics Масло для бороды (Beard oil), 30 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"HIROZ002";"HIROZ Cosmetics Шампунь против перхоти (Anti-hair lossshampoo), 250 мл.";"HIROZ Cosmetics Шампунь против перхоти (Anti-hair lossshampoo), 250 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"HIROZ001";"HIROZ Cosmetics Шампунь увлажняющий и питающий (Hydrating and nourishing shampoo), 250 мл.";"HIROZ Cosmetics Шампунь увлажняющий и питающий (Hydrating and nourishing shampoo), 250 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"HOTM001";"HOT MESS  Крем для рук и тела, 50 мл";"HOT MESS  Крем для рук и тела, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"67.61";"67,61";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"P1049";"I LOVE MY PET  САШЕ  Шампунь для собак и щенков, 10 г";"I LOVE MY PET  САШЕ  Шампунь для собак и щенков, 10 г";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"9.6";"9,6";"2025-12-17T16:23:50";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"GSS";"GSS"
"OK";"P1041";"I LOVE MY PET GROOMING Тревел сет для собак и кошек, 300 г";"I LOVE MY PET GROOMING Тревел сет для собак и кошек, 300 г";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"P1004";"I LOVE MY PET Антибактериальное средство для уборки за животными, 500г";"I LOVE MY PET Антибактериальное средство для уборки за животными, 500г";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2022-02-10T00:00:02";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"P1016";"I LOVE MY PET Антипаразитарный шампунь для собак и кошек, 250 г";"I LOVE MY PET Антипаразитарный шампунь для собак и кошек, 250 г";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"81.23";"81,23";"2025-12-17T16:23:50";"СРАБОТКА";"СРАБОТКА";"GSS";"GSS"
"OK";"P1029";"I LOVE MY PET Бальзам для экспресс-линьки, 1000 г";"I LOVE MY PET Бальзам для экспресс-линьки, 1000 г";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"257.51";"257,51";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"GSS";"GSS"
"OK";"P1008";"I LOVE MY PET Гель-мыло для собак и кошек после прогулки с хлоргексидином и Д-пантенолом, 250 г";"I LOVE MY PET Гель-мыло для собак и кошек после прогулки с хлоргексидином и Д-пантенолом, 250 г";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2021-08-24T10:44:28";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"GSS";"GSS"
